Date,Ticker,Name,Sector,Industry,Country,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend %,Employees,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20,EPS (ttm),SMA50,ROA,ROE,ROI,Gross Margin,Oper. Margin,Profit Margin,SMA200,Price,ESG Totalesg,ESG Environmentscore,ESG Socialscore,ESG Governancescore,ESG Highestcontroversy,ESG Percentile
2021.08.01,AUS,Austerlitz Acquisition Corporation I,Financial,Shell Companies,USA,973860000,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,1082.07,NA,2.9,2.9,0,0,-3e-4,NA,-0.0016,NA,NA,NA,NA,NA,NA,-0.0016,9.9,NA,NA,NA,NA,NA,NA
2021.08.01,AUTL,Autolus Therapeutics plc,Healthcare,Biotechnology,United Kingdom,375800000,-145500000,1600000,4.8,3.38,NA,NA,376,NA,NA,NA,234.88,1.11,1.57,NA,9.4,9.4,0,0,-0.1355,-2.69,-0.188,-0.458,-0.579,-0.686,NA,NA,NA,-0.3141,5.32,NA,NA,NA,NA,NA,NA
2021.08.01,AUTO,"AutoWeb, Inc.",Communication Services,Internet Content & Information,USA,40490000,-2400000,70000000,1.3,0.82,NA,NA,149,NA,NA,NA,0.58,2.28,3.62,15.57,1.4,1.4,0.6,0,-0.0528,-0.19,-0.0038,-0.061,-0.146,-0.198,0.345,-0.047,-0.035,0.0086,2.96,NA,NA,NA,NA,NA,NA
2021.08.01,AUUD,Auddia Inc.,Technology,Software - Application,USA,40790000,-12100000,50000,0.65,0.49,NA,NA,11,NA,NA,NA,884,4.97,6.58,NA,2.6,2.6,0.34,0,-0.2881,-1.07,-0.1138,-2.879,0.492,1.986,NA,NA,NA,0.0018,3.23,NA,NA,NA,NA,NA,NA
2021.08.01,AUVI,"Applied UV, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,77770000,-4300000,6600000,1.7,0.95,NA,NA,37,NA,NA,NA,11.78,4.88,8.74,NA,2.8,2.9,0.03,0.01,-0.0823,-0.87,-0.0925,NA,NA,-0.331,0.247,NA,NA,0.0525,8.3,NA,NA,NA,NA,NA,NA
2021.08.01,AUY,Yamana Gold Inc.,Basic Materials,Gold,Canada,4340000000,NA,1630000000,4.58,NA,0.1,0.0223,NA,20.41,23.63,0.51,2.67,0.98,NA,NA,NA,NA,NA,NA,0.0699,0.22,-0.0262,NA,NA,NA,NA,NA,NA,-0.0961,4.49,NA,NA,NA,NA,NA,NA
2021.08.01,AVA,Avista Corporation,Utilities,Utilities - Diversified,USA,3000000000,149100000,1340000000,29.85,0.31,1.69,0.0395,1200,19.85,18.67,2.88,2.23,1.43,139.12,NA,0.6,0.7,1.11,1.02,2e-4,2.16,-0.0255,0.023,0.074,0.052,NA,0.188,0.111,0.0286,42.83,NA,NA,NA,NA,NA,NA
2021.08.01,AVAH,Aveanna Healthcare Holdings Inc.,Healthcare,Medical Care Facilities,USA,1870000000,NA,1560000000,1.93,0.37,NA,NA,42000,NA,19.01,NA,1.2,5.36,27.86,NA,1.4,1.4,4.29,4.25,-0.0777,NA,-0.1231,NA,NA,-0.006,NA,NA,NA,-0.113,10.34,NA,NA,NA,NA,NA,NA
2021.08.01,AVAL,Grupo Aval Acciones y Valores S.A.,Financial,Banks - Regional,Colombia,5820000000,NA,NA,5.16,NA,0.3,0.0575,70061,6.87,6.69,NA,NA,1.01,NA,NA,NA,NA,NA,NA,-0.0572,0.76,-0.0865,NA,NA,NA,NA,NA,NA,-0.1277,5.22,NA,NA,NA,NA,NA,NA
2021.08.01,AVAN,Avanti Acquisition Corp.,Financial,Shell Companies,Cayman Islands,728970000,NA,NA,7.07,0.01,NA,NA,NA,NA,NA,NA,NA,1.38,1822.44,NA,5,5,0,0,0.0017,NA,0.0014,NA,NA,NA,NA,NA,NA,-0.028,9.76,NA,NA,NA,NA,NA,NA
2021.08.01,AVAV,"AeroVironment, Inc.",Industrials,Aerospace & Defense,USA,2500000000,23300000,394900000,25.06,7.32,NA,NA,1165,106.09,32.69,6.35,6.32,4.03,13.82,33.21,3.4,4.2,0.32,0.31,0.0407,0.95,-0.0377,0.035,0.043,0.053,0.417,0.11,0.059,-0.0191,101.1,NA,NA,NA,NA,NA,NA
2021.08.01,AVB,"AvalonBay Communities, Inc.",Real Estate,REIT - Residential,USA,32100000000,800000000,2250000000,76.59,0.92,6.36,0.0279,3090,39.86,70.89,15.69,14.26,2.97,248.25,104.25,NA,NA,0.71,0.71,0.0234,5.72,0.0617,0.043,0.077,0.026,0.63,0.211,0.367,0.2441,227.83,11.53,3.41,2.87,5.26,0,2.83
2021.08.01,AVCO,Avalon GloboCare Corp.,Healthcare,Medical Care Facilities,USA,78530000,-11800000,1400000,0.06,0.02,NA,NA,6,NA,NA,NA,56.1,16.37,46.2,NA,NA,0.7,0.8,0.72,0.0772,-0.14,-0.0503,-1.081,-2.499,-1.617,0.307,NA,NA,-0.1385,0.98,NA,NA,NA,NA,NA,NA
2021.08.01,AVCT,"American Virtual Cloud Technologies, Inc.",Financial,Shell Companies,USA,92400000,-47700000,114800000,-0.22,0.77,NA,NA,316,NA,NA,NA,0.8,NA,6.04,NA,0.7,0.7,NA,NA,-0.182,-2.25,-0.2121,NA,NA,-0.13,0.411,NA,NA,-0.2454,4.65,NA,NA,NA,NA,NA,NA
2021.08.01,AVD,American Vanguard Corporation,Basic Materials,Agricultural Inputs,USA,513630000,17800000,478900000,12.11,0.44,0.08,0.0048,771,27.98,17.66,NA,1.07,1.36,37.22,8.84,1.2,2.2,0.4,0.4,-0.0226,0.59,-0.0544,0.026,0.051,0.042,0.374,0.052,0.037,-0.0636,16.51,NA,NA,NA,NA,NA,NA
2021.08.01,AUTO,"AutoWeb, Inc.",Communication Services,Internet Content & Information,USA,40490000,-2400000,70000000,1.3,0.82,NA,NA,149,NA,NA,NA,0.58,2.28,3.62,15.57,1.4,1.4,0.6,0,-0.0528,-0.19,-0.0038,-0.061,-0.146,-0.198,0.345,-0.047,-0.035,0.0086,2.96,NA,NA,NA,NA,NA,NA
2021.08.01,AVEO,"AVEO Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,177020000,-49300000,7200000,2.64,3.55,NA,NA,49,NA,NA,NA,24.59,1.96,1.46,NA,6.4,6.4,0.45,0.45,-0.0718,-1.99,-0.1957,-0.575,-1.007,-0.792,0.981,NA,NA,-0.2547,5.17,NA,NA,NA,NA,NA,NA
2021.08.01,AVGO,Broadcom Inc.,Technology,Semiconductors,USA,198610000000,4590000000,25550000000,58.53,23.26,14.4,0.0297,21000,45.13,16.2,5.31,7.77,8.29,20.87,28.85,2.1,2.2,1.69,1.68,0.0197,10.76,0.0327,0.06,0.192,0.072,0.591,0.248,0.179,0.0918,485.4,25.54,8.96,8.66,7.93,3,41.42
2021.08.01,AVGR,"Avinger, Inc.",Healthcare,Medical Devices,USA,90900000,-22200000,9100000,0.22,0.32,NA,NA,75,NA,NA,NA,9.99,4.3,2.99,NA,4.6,5.1,0.65,0.55,-0.0802,-0.39,-0.1133,-0.628,-1.595,NA,0.332,NA,NA,-0.0905,0.94,NA,NA,NA,NA,NA,NA
2021.08.01,AVID,"Avid Technology, Inc.",Communication Services,Electronic Gaming & Multimedia,USA,1670000000,21300000,368400000,-3.02,1.24,NA,NA,1362,79.72,25.01,5.31,4.53,NA,30.03,32.11,0.8,1,NA,NA,-0.01,0.47,0.0414,0.078,-0.15,0.4,0.642,0.116,0.058,0.698,37.39,NA,NA,NA,NA,NA,NA
2021.08.01,AVIR,"Atea Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2009999999.9999998,23800000,114600000,7.1,10.36,NA,NA,42,98.97,2.08,NA,17.58,3.53,2.42,NA,3.3,3.3,0,0,0.0533,0.25,0.0839,0.049,0.096,-0.02,NA,NA,0.207,-0.4054,25.04,NA,NA,NA,NA,NA,NA
2021.08.01,AVLR,"Avalara, Inc.",Technology,Software - Application,USA,14780000000,-63900000,542700000,12.66,7.22,NA,NA,3351,NA,3482.71,NA,27.24,13.2,23.14,430.99,2.1,2.1,0,0,0.0411,-0.76,0.1228,-0.047,-0.069,-0.05,0.717,-0.125,-0.118,0.0959,167.17,NA,NA,NA,NA,NA,NA
2021.08.01,AVNS,"Avanos Medical, Inc.",Healthcare,Medical Devices,USA,1820000000,-38500000,715100000,26.1,2.08,NA,NA,5380,NA,23.35,NA,2.55,1.45,18.22,NA,1.8,2.9,0.14,0.14,0.0628,-0.81,4e-4,-0.022,-0.03,-0.026,0.507,-0.083,-0.054,-0.1129,37.94,NA,NA,NA,NA,NA,NA
2021.08.01,AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,USA,4450000000,178200000,3690000000,18.7,6.49,0.85,0.0175,8400,24.98,14.57,1.91,1.2,2.59,7.48,51.36,1.6,2,1.1,1.09,0.0218,1.94,-0.0158,0.028,0.08,0.052,0.251,0.051,0.036,0.0945,48.52,NA,NA,NA,NA,NA,NA
2021.08.01,AVNW,"Aviat Networks, Inc.",Technology,Communication Equipment,USA,408960000,108500000,265899999.99999997,16.12,4.18,NA,NA,674,4.05,16.62,0.34,1.54,2.31,8.93,29.21,1.5,1.8,0,0,0.1859,9.22,0.0811,0.516,1.061,-0.001,0.371,0.078,0.408,0.42,37.28,NA,NA,NA,NA,NA,NA
2021.08.01,AVO,"Mission Produce, Inc.",Consumer Defensive,Farm Products,USA,1390000000,29600000,838000000,6.76,1.27,NA,NA,2500,47.36,19.29,3.82,1.66,2.87,15.25,119.79,2.2,2.7,0.37,0.35,-0.026,0.41,-0.0627,0.039,0.068,0.049,0.153,0.056,0.034,0.07,19.37,NA,NA,NA,NA,NA,NA
2021.08.01,AVPT,"AvePoint, Inc.",Technology,Software - Infrastructure,USA,2120000000,-33200000.000000004,NA,6.42,0,NA,NA,NA,NA,NA,NA,NA,1.64,21161.19,NA,0.1,0.1,0,0,-0.0205,-0.75,-0.0363,-0.094,-0.109,NA,NA,NA,NA,-0.135,10.55,NA,NA,NA,NA,NA,NA
2021.08.01,AVRO,"AVROBIO, Inc.",Healthcare,Biotechnology,USA,306100000,-120600000,NA,5.6,5.6,NA,NA,121,NA,NA,NA,NA,1.31,1.31,NA,19,19,0,0,-0.0799,-3.18,-0.1584,-0.48,-0.516,NA,NA,NA,NA,-0.3973,7.36,NA,NA,NA,NA,NA,NA
2021.08.01,AVT,"Avnet, Inc.",Technology,Electronics & Computer Distribution,USA,4090000000,159900000,18470000000,39.56,3.26,0.88,0.0213,14600,25.81,11.07,2.48,0.22,1.04,12.66,11.65,1.3,2.3,0.3,0.23,0.0424,1.6,-0.001,0.019,0.042,0.015,0.112,0.008,0.009,0.0954,41.32,10.35,3.55,3.11,3.69,1,1.93
2021.08.01,AVTE,"Aerovate Therapeutics, Inc.",Healthcare,Biotechnology,USA,282190000,-11000000,NA,-21.34,0.39,NA,NA,7,NA,NA,NA,NA,NA,32.81,NA,5.4,5.4,NA,NA,-0.1627,-14.54,-0.1817,NA,NA,NA,NA,NA,NA,-0.1817,12.85,NA,NA,NA,NA,NA,NA
2021.08.01,AVTR,"Avantor, Inc.",Basic Materials,Specialty Chemicals,USA,21670000000,266600000.00000003,7040000000,3.4,0.39,NA,NA,12400,83.51,26.48,3.72,3.08,11.05,97.19,23.97,1.1,1.8,2.85,2.83,0.0309,0.45,0.0915,0.026,0.152,0.063,0.331,0.078,0.038,0.2555,37.58,NA,NA,NA,NA,NA,NA
2021.08.01,AVXL,Anavex Life Sciences Corp.,Healthcare,Biotechnology,USA,1320000000,-28500000,NA,1.11,NA,NA,NA,20,NA,NA,NA,NA,16.17,NA,NA,10.8,10.8,0,0,-0.2146,-0.45,-0.0849,-0.558,-0.654,NA,NA,NA,NA,0.5217,17.95,NA,NA,NA,NA,NA,NA
2021.08.01,AVY,Avery Dennison Corporation,Industrials,Business Equipment & Supplies,USA,17410000000,735300000,7870000000,19.04,3.97,2.72,0.0129,32000,24.07,22.33,2.39,2.21,11.07,53.07,49.3,0.9,1.3,1.35,1.28,0.0208,8.75,-0.0032,0.094,0.396,0.156,0.283,0.094,0.071,0.17,210.68,18.1,12.09,1.93,4.08,1,15.94
2021.08.01,AVYA,Avaya Holdings Corp.,Technology,Software - Application,USA,2089999999.9999998,-28000000,2960000000,3.5,6.87,NA,NA,8266,NA,7.14,NA,0.71,6.92,3.53,58.07,1.3,1.3,9.51,9.5,-0.0407,-0.33,-0.0905,-0.004,-0.1,-0.166,0.556,0.079,-0.008,-0.0223,24.22,NA,NA,NA,NA,NA,NA
2021.08.01,AWH,Aspira Women's Health Inc.,Healthcare,Diagnostics & Research,USA,503820000,-20100000,4900000,0.48,0.53,NA,NA,68,NA,NA,NA,102.82,9.33,8.48,NA,10,10,0.09,0.07,-0.0926,-0.19,-0.1713,-0.692,-0.96,-1.249,0.288,NA,NA,-0.2316,4.48,NA,NA,NA,NA,NA,NA
2021.08.01,AWI,"Armstrong World Industries, Inc.",Industrials,Building Products & Equipment,USA,5150000000,181300000,1020000000,10.45,2.5,0.84,0.0078,2800,28.65,22.11,2.14,5.06,10.35,43.26,45.04,1.3,1.8,1.4,1.35,0.0114,3.78,0.0166,0.098,0.358,0.251,0.36,0.245,0.164,0.2106,108.18,NA,NA,NA,NA,NA,NA
2021.08.01,AWK,"American Water Works Company, Inc.",Utilities,Utilities - Regulated Water,USA,30980000000,718000000,3820000000,36.37,0.38,2.41,0.0142,7000,43.21,36.93,5.02,8.11,4.68,449.02,NA,0.6,0.6,1.63,1.42,0.0344,3.94,0.0641,0.029,0.111,0.059,NA,0.324,0.188,0.0984,170.11,27.66,13.06,9.33,5.27,2,49.07
2021.08.01,AWR,American States Water Company,Utilities,Utilities - Regulated Water,USA,3260000000,91300000,496200000,17.6,0.19,1.34,0.0152,841,35.79,34.13,5.68,6.56,5.02,465.32,NA,1,1.1,0.88,0.88,0.0484,2.47,0.0794,NA,NA,0.084,0.805,NA,NA,0.1265,88.32,NA,NA,NA,NA,NA,NA
2021.08.01,AWRE,"Aware, Inc.",Technology,Software - Application,USA,82700000,-6400000,14600000,2.06,1.73,NA,NA,90,NA,NA,NA,5.66,1.93,2.3,NA,8,8,0,0,0.0894,-0.3,0.0607,-0.147,-0.163,-0.17,0.92,-0.647,-0.522,0.0849,3.98,NA,NA,NA,NA,NA,NA
2021.08.01,AWX,Avalon Holdings Corporation,Industrials,Waste Management,USA,17880000,1500000,59400000,9.7,1,NA,NA,388,11.32,NA,NA,0.3,0.46,4.47,NA,0.8,0.9,0.61,0.56,0.0106,0.4,0.0172,0.02,0.042,0.013,0.206,0.04,0.026,0.324,4.47,NA,NA,NA,NA,NA,NA
2021.08.01,AVRO,"AVROBIO, Inc.",Healthcare,Biotechnology,USA,306100000,-120600000,NA,5.6,5.6,NA,NA,121,NA,NA,NA,NA,1.31,1.31,NA,19,19,0,0,-0.0799,-3.18,-0.1584,-0.48,-0.516,NA,NA,NA,NA,-0.3973,7.36,NA,NA,NA,NA,NA,NA
2021.08.01,AXAS,Abraxas Petroleum Corporation,Energy,Oil & Gas E&P,USA,19010000,-249700000,44000000,-11.49,0.52,NA,NA,62,NA,NA,NA,0.43,NA,4.42,1.26,0.1,0.1,NA,NA,-0.1564,-29.78,-0.1882,-1.216,9.001,-1.522,0.545,NA,NA,-0.1756,2.29,NA,NA,NA,NA,NA,NA
2021.08.01,AXDX,"Accelerate Diagnostics, Inc.",Healthcare,Diagnostics & Research,USA,442010000,-81100000,11300000,-1.13,1.13,NA,NA,224,NA,NA,NA,39.12,NA,6.63,NA,9.8,11.1,NA,NA,0.0445,-1.42,-0.0291,-0.801,1.504,-0.761,0.379,NA,NA,-0.1466,7.46,NA,NA,NA,NA,NA,NA
2021.08.01,AXGN,"AxoGen, Inc.",Healthcare,Medical Devices,USA,828240000,-22300000,119100000,2.94,2.24,NA,NA,346,NA,NA,NA,6.95,6.93,9.11,NA,5.5,6.1,0.27,0.27,-0.006,-0.55,-0.0091,-0.117,-0.184,-0.149,0.795,-0.176,-0.187,0.0922,20.37,NA,NA,NA,NA,NA,NA
2021.08.01,AXL,"American Axle & Manufacturing Holdings, Inc.",Consumer Cyclical,Auto Parts,USA,1110000000,-23000000,4790000000,3.27,5.11,NA,NA,20000,NA,4.43,NA,0.23,2.96,1.9,38.05,1.4,1.7,0,7.07,-0.0164,-0.21,-0.0971,NA,NA,-0.092,0.128,NA,NA,0.0236,9.69,NA,NA,NA,NA,NA,NA
2021.08.01,AXLA,Axcella Health Inc.,Healthcare,Biotechnology,USA,135800000,-58800000,NA,1.64,2.33,NA,NA,59,NA,NA,NA,NA,2.07,1.46,NA,9,9,0.41,0.34,-0.0915,-1.64,-0.1024,-0.504,-0.709,NA,NA,NA,NA,-0.2908,3.4,NA,NA,NA,NA,NA,NA
2021.08.01,AXNX,"Axonics, Inc.",Healthcare,Medical Devices,USA,3100000000,-62800000,119600000,8.33,NA,NA,NA,416,NA,NA,NA,25.91,8.16,NA,NA,6.5,9.5,0.23,0.23,0.0673,-1.64,0.1099,-0.169,-0.208,-0.174,0.594,-0.507,-0.525,0.2448,67.95,NA,NA,NA,NA,NA,NA
2021.08.01,AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,USA,12060000000,-53700000,728900000,15.79,9.19,NA,NA,1710,NA,98.48,NA,16.54,11.78,20.24,2364.28,3.7,4.1,0,0,0.0384,-0.87,0.1511,-0.041,-0.057,-0.01,0.619,-0.087,-0.074,0.2854,186.02,NA,NA,NA,NA,NA,NA
2021.08.01,AXP,American Express Company,Financial,Credit Services,USA,136600000000,6920000000,38010000000,31.88,34.37,1.72,0.0101,59000,19.82,18.18,0.48,3.59,5.35,4.96,16.35,NA,NA,4.86,1.46,-6e-4,8.6,0.0275,0.036,0.292,0.02,0.706,0.241,0.182,0.2359,170.53,18.94,0.05,9.81,9.08,2,18.34
2021.08.01,AXR,AMREP Corporation,Real Estate,Real Estate Services,USA,97970000,-400000,26100000,11.36,2.11,NA,NA,15,NA,NA,NA,3.75,1.18,6.36,65.31,NA,NA,0.06,0.06,0.1719,-0.02,0.0708,-0.004,-0.005,-0.07,0.3,-0.054,-0.015,0.4203,13.42,NA,NA,NA,NA,NA,NA
2021.08.01,AXS,AXIS Capital Holdings Limited,Financial,Insurance - Property & Casualty,Bermuda,4240000000,265899999.99999997,5110000000,57.1,11.99,1.68,0.033,1921,16.34,9.34,0.82,0.83,0.89,4.24,7.09,NA,NA,0.27,0.27,0.0308,3.11,0.0025,0.01,0.056,0.006,NA,0.1,0.052,0.0041,50.87,25.47,1.57,11.7,12.19,2,41.1
2021.08.01,AXSM,"Axsome Therapeutics, Inc.",Healthcare,Biotechnology,USA,1900000000,-99700000,NA,2.57,4.21,NA,NA,60,NA,NA,NA,NA,18.91,11.54,NA,7.6,7.6,0,0.5,-0.1735,-2.67,-0.2168,-0.533,-0.798,NA,NA,NA,NA,-0.2773,48.59,NA,NA,NA,NA,NA,NA
2021.08.01,AXTA,Axalta Coating Systems Ltd.,Basic Materials,Specialty Chemicals,USA,6930000000,293800000,4290000000,6.4,5.34,NA,NA,13000,24.06,12.93,0.9,1.62,4.7,5.63,12.41,2,2.5,2.59,2.56,0.0157,1.25,-0.0224,0.041,0.209,0.051,0.359,0.12,0.068,0.0241,30.1,27.65,14.89,7.68,5.08,2,49.01
2021.08.01,AXTI,"AXT, Inc.",Technology,Semiconductor Equipment & Materials,USA,429320000,10900000,117600000,4.67,1.46,NA,NA,784,39.84,19.25,3.98,3.65,2.18,6.99,NA,2.7,4.1,0.05,0,0.0199,0.26,-0.0189,0.012,0.017,0.029,0.355,0.033,0.027,-0.0124,10.2,NA,NA,NA,NA,NA,NA
2021.08.01,AXU,Alexco Resource Corp.,Basic Materials,Other Precious Metals & Mining,Canada,336600000,-31400000,4900000,0.91,NA,NA,NA,130,NA,6.92,NA,68.69,2.44,NA,NA,1.7,2,0.04,0.02,-0.0018,-0.24,-0.1453,-0.226,-0.26,-0.11,-0.513,NA,NA,-0.1725,2.22,NA,NA,NA,NA,NA,NA
2021.08.01,AY,Atlantica Sustainable Infrastructure plc,Utilities,Utilities - Renewable,United Kingdom,4470000000,32799999.999999996,1040000000,14.79,11.17,1.72,0.0433,441,123.86,30.4,2.5,4.3,2.69,3.56,13.72,1.8,1.8,3.78,3.35,0.0424,0.32,0.0634,0.003,0.022,0.045,0.961,0.389,0.032,0.0775,39.76,NA,NA,NA,NA,NA,NA
2021.08.01,AYI,"Acuity Brands, Inc.",Industrials,Electrical Equipment & Parts,USA,6160000000,281900000,3360000000,57.12,16.89,0.52,0.003,11500,23.24,16.7,1.87,1.83,3.07,10.38,16.39,1.7,2.3,0.24,0.24,0.0317,7.55,-0.0202,0.082,0.14,0.11,0.426,0.119,0.084,0.2242,175.38,21.94,6.98,9.23,5.72,1,28.17
2021.08.01,AYLA,"Ayala Pharmaceuticals, Inc.",Healthcare,Biotechnology,Israel,162250000,-33100000,3700000,4.11,4.31,NA,NA,34,NA,NA,NA,43.85,3.04,2.9,NA,10.2,10.2,0,0,0.1696,-2.81,0.2031,-0.606,-0.689,-0.787,0,NA,NA,0.053,12.5,NA,NA,NA,NA,NA,NA
2021.08.01,AYRO,"Ayro, Inc.",Consumer Cyclical,Auto Manufacturers,USA,154700000,-15000000,2200000,2.94,2.6,NA,NA,375,NA,3.89,NA,70.32,1.5,1.69,NA,42.6,43,0,0,-0.0242,-0.68,-0.1003,-0.326,-0.348,NA,-0.025,NA,NA,-0.2218,4.4,NA,NA,NA,NA,NA,NA
2021.08.01,AYTU,"Aytu Biopharma, Inc.",Healthcare,Biotechnology,USA,100920000,-42400000,57000000,7.91,1.83,NA,NA,75,NA,NA,NA,1.77,0.5,2.17,NA,1,1.2,0.16,0.12,-0.1034,-2.76,-0.1956,-0.232,-0.384,NA,0.508,-0.703,-0.744,-0.4441,3.97,NA,NA,NA,NA,NA,NA
2021.08.01,AYX,"Alteryx, Inc.",Technology,Software - Application,USA,5160000000,-49600000,505200000,6.75,12.59,NA,NA,1498,NA,186.06,NA,10.21,11.47,6.15,95.9,4.1,4.1,1.63,1.47,-0.0374,-0.75,-0.0437,-0.036,-0.112,-0.001,0.918,-0.025,-0.098,-0.2341,77.4,NA,NA,NA,NA,NA,NA
2021.08.01,AZEK,The AZEK Company Inc.,Industrials,Building Products & Equipment,USA,5650000000,-83600000,993000000,8.79,0.97,NA,NA,1663,NA,32.82,NA,5.69,4.14,37.37,117.06,2.3,3.6,0.35,0.35,-0.0335,-0.57,-0.0981,-0.043,-0.064,-0.029,0.339,-0.036,-0.084,-0.1135,36.37,NA,NA,NA,NA,NA,NA
2021.08.01,AZN,AstraZeneca PLC,Healthcare,Drug Manufacturers - General,United Kingdom,178200000000,3770000000,29530000000,5.97,5.02,1.4,0.0245,76100,39.94,12.92,1.98,6.03,9.59,11.4,104.58,1,1.2,1.75,1.57,-0.0224,1.43,-0.0148,0.056,0.26,0.122,0.762,0.192,0.128,0.0751,57.24,NA,NA,NA,NA,NA,NA
2021.08.01,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,35040000000,2120000000,14260000000,-80.31,45.21,NA,NA,60000,17.84,17.68,1.27,2.46,NA,35.91,11.35,0.2,0.9,NA,NA,0.0253,91.01,0.0917,0.148,-1.637,0.398,0.53,0.205,0.149,0.2328,1623.57,12.07,0.09,8.12,3.85,2,3.39
2021.08.01,AZPN,"Aspen Technology, Inc.",Technology,Software - Application,USA,9890000000,325900000,719300000,10.79,4.69,NA,NA,503,30.68,30.03,2.07,13.75,13.56,31.19,36.4,5.4,5.4,0.41,0.38,0.0128,4.77,0.0357,0.254,0.552,0.232,0.915,0.521,0.453,0.0464,146.26,NA,NA,NA,NA,NA,NA
2021.08.01,AXTA,Axalta Coating Systems Ltd.,Basic Materials,Specialty Chemicals,USA,6930000000,293800000,4290000000,6.4,5.34,NA,NA,13000,24.06,12.93,0.9,1.62,4.7,5.63,12.41,2,2.5,2.59,2.56,0.0157,1.25,-0.0224,0.041,0.209,0.051,0.359,0.12,0.068,0.0241,30.1,27.65,14.89,7.68,5.08,2,49.01
2021.08.01,AZRX,"AzurRx BioPharma, Inc.",Healthcare,Biotechnology,USA,51280000,-66500000,NA,0.26,0.13,NA,NA,12,NA,NA,NA,NA,2.09,4.27,NA,3.7,3.7,0.02,0,-0.2177,-1.79,-0.3089,-4.878,NA,NA,NA,NA,NA,-0.4445,0.54,NA,NA,NA,NA,NA,NA
2021.08.01,AZUL,Azul S.A.,Industrials,Airlines,Brazil,2630000000,-1446800000,938200000,-27.96,3.83,NA,NA,12435,NA,NA,NA,2.81,NA,5.86,NA,0.4,0.4,NA,NA,-0.0645,-12.29,-0.1221,NA,NA,-0.202,0.491,NA,NA,0.0306,22.43,NA,NA,NA,NA,NA,NA
2021.08.01,AZYO,"Aziyo Biologics, Inc.",Healthcare,Medical Devices,USA,84220000,-25800000,45700000,1.61,3.06,NA,NA,163,2.09,NA,NA,1.84,5.27,2.77,NA,1.7,2.1,1.68,0.95,0.0379,4.06,-0.1446,NA,NA,-0.31,0.474,NA,NA,-0.3205,8.49,NA,NA,NA,NA,NA,NA
2021.08.01,AZZ,AZZ Inc.,Industrials,Electrical Equipment & Parts,USA,1350000000,56400000,855500000,25.44,0.49,0.68,0.0128,3883,24.06,16.41,2.41,1.58,2.08,108.84,21.39,1.8,2.6,0,0.29,0.0056,2.2,0.004,0.056,0.09,0.063,0.239,0.091,0.066,0.086,52.99,NA,NA,NA,NA,NA,NA
2021.08.01,B,Barnes Group Inc.,Industrials,Specialty Industrial Machinery,USA,2590000000,53000000,1100000000,26.53,1.66,0.64,0.0126,5000,48.77,20.32,4.88,2.37,1.91,30.53,18.2,1.4,2.2,0.5,0.49,0.0153,1.04,-0.02,0.024,0.048,0.041,0.354,0.113,0.058,0.0141,50.67,NA,NA,NA,NA,NA,NA
2021.08.01,BA,The Boeing Company,Industrials,Aerospace & Defense,USA,135770000000.00002,-8819000000,62160000000,-28.41,35.6,NA,NA,141000,NA,38.78,NA,2.18,NA,6.36,NA,0.4,1.3,NA,NA,-0.005,-15.35,-0.0463,-0.058,0.544,-0.226,-0.005,-0.121,-0.142,0.0222,226.48,36.61,8.15,19.66,8.81,4,78.79
2021.08.01,BABA,Alibaba Group Holding Limited,Consumer Cyclical,Internet Retail,China,536950000000.00006,23280000000,111100000000,53.65,27.22,NA,NA,251462,23.05,16.46,7.83,4.83,3.64,7.17,18.21,1.7,1.7,0.16,0.14,-0.0573,8.47,-0.0805,0.098,0.17,0.014,0.413,0.125,0.21,-0.1955,195.19,NA,NA,NA,NA,NA,NA
2021.08.01,BAC,Bank of America Corporation,Financial,Banks - Diversified,USA,331460000000,26170000000,45730000000,29.43,100.59,0.84,0.0219,212000,12.84,12.74,0.53,7.25,1.3,0.38,NA,NA,NA,0,1.08,-0.0153,2.99,-0.0553,0.009,0.105,0.055,NA,0.929,0.572,0.0986,38.36,26.37,1.62,13.93,10.82,3,44.65
2021.08.01,BAH,Booz Allen Hamilton Holding Corporation,Industrials,Consulting Services,USA,12170000000,605400000,7860000000,7.86,4.39,1.48,0.0172,27700,19.65,18.63,2,1.55,10.91,19.57,NA,1.8,1.8,2.78,2.71,-0.0332,4.37,-0.0156,NA,NA,0.204,0.535,NA,NA,0.0091,85.81,22.44,1.21,14.42,6.81,2,29.89
