Date,Ticker,Name,Sector,Industry,Country,Market Cap,Income,Sales,Book/sh,Cash/sh,Dividend,Dividend %,Employees,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20,EPS (ttm),SMA50,ROA,ROE,ROI,Gross Margin,Oper. Margin,Profit Margin,SMA200,Price,ESG Totalesg,ESG Environmentscore,ESG Socialscore,ESG Governancescore,ESG Highestcontroversy,ESG Percentile
2021.08.01,A,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,46330000000,925000000,5820000000,15.82,4.56,0.78,0.0051,16500,51.33,33.15,4.75,7.96,9.69,33.57,45.24,1.5,2,0.61,0.57,0.0243,2.98,0.0616,0.094,0.19,0.1,0.535,0.197,0.159,0.2075,153.23,16.57,0.87,9.44,6.26,2,11.74
2021.08.01,AA,Alcoa Corporation,Basic Materials,Aluminum,USA,7350000000,431000000,10460000000,20.16,9.02,NA,NA,12900,17.72,8.47,NA,0.7,1.99,4.45,NA,1,1.6,0.59,0.59,0.102,2.27,0.0968,0.029,0.126,0.056,0.191,0.094,0.041,0.4392,40.15,31.31,18.26,8.12,4.93,3,62.5
2021.08.01,AAC,Ares Acquisition Corporation,Financial,Shell Companies,USA,1220000000,NA,NA,7.49,0.01,NA,NA,NA,59.63,NA,NA,NA,1.31,1015.65,NA,11,11,0,0,0.0017,0.16,0,NA,NA,NA,NA,NA,NA,-0.0027,9.78,NA,NA,NA,NA,NA,NA
2021.08.01,AACG,ATA Creativity Global,Consumer Defensive,Education & Training Services,China,100200000,-15000000,25900000,0.96,0.46,NA,NA,580,NA,NA,NA,3.87,3.24,6.77,NA,0.4,0.4,0.03,0,0.0016,-0.42,0.0132,-0.165,-0.442,-0.482,0.4,-0.635,-0.58,0.1186,3.11,NA,NA,NA,NA,NA,NA
2021.08.01,AAIC,Arlington Asset Investment Corp.,Real Estate,REIT - Mortgage,USA,133289999.99999999,17500000,42400000,6.15,1.4,NA,NA,12,7.85,14.68,NA,3.14,0.63,2.77,9.32,NA,NA,3.12,0.64,-0.0059,0.49,-0.0322,0.018,0.085,NA,0.774,NA,0.412,0.0281,3.86,NA,NA,NA,NA,NA,NA
2021.08.01,AAL,American Airlines Group Inc.,Industrials,Airlines,USA,13710000000,-5808000000,18690000000,-11.9,26.69,NA,NA,102700,NA,23.16,NA,0.73,NA,0.76,NA,1,1.1,NA,NA,-0.0223,-10.46,-0.0828,-0.087,0.83,-0.305,0.478,-0.335,-0.311,0.0721,20.38,28.03,9.8,12.65,5.58,2,50.57
2021.08.01,AAMC,Altisource Asset Management Corporation,Financial,Asset Management,USA,31390000,-9400000,NA,-43.49,56.27,NA,NA,112,NA,NA,NA,NA,NA,0.27,NA,4,4,NA,NA,-0.1312,-5.76,-0.1556,NA,NA,NA,NA,NA,NA,-0.2626,15.02,NA,NA,NA,NA,NA,NA
2021.08.01,AAME,Atlantic American Corporation,Financial,Insurance - Life,USA,84090000,19400000,205000000,6.52,0.99,0.02,0.0049,152,4.42,NA,NA,0.41,0.63,4.12,6.37,NA,NA,0.25,0.25,-0.0294,0.93,-0.0345,0.05,0.147,0.077,NA,0.13,0.095,0.1783,4.09,NA,NA,NA,NA,NA,NA
2021.08.01,AAN,"The Aaron's Company, Inc.",Industrials,Rental & Leasing Services,USA,931920000,NA,1820000000,22.16,1.49,0.4,0.0139,9400,9.46,9.83,NA,0.51,1.3,19.42,NA,NA,NA,0,0,-0.0167,3.05,-0.1187,NA,NA,-0.363,NA,NA,NA,0.1163,28.87,NA,NA,NA,NA,NA,NA
2021.08.01,AAOI,"Applied Optoelectronics, Inc.",Technology,Semiconductors,USA,208710000,-57300000,243900000,10.53,1.69,NA,NA,2682,NA,NA,NA,0.86,0.73,4.59,NA,1.1,2.1,0.54,0.33,0.0054,-2.47,-0.0497,-0.119,-0.212,-0.132,0.225,-0.185,-0.235,-0.127,7.73,NA,NA,NA,NA,NA,NA
2021.08.01,AAON,"AAON, Inc.",Industrials,Building Products & Equipment,USA,3260000000,73500000,492900000,7.13,NA,0.38,0.0061,2268,45,40.41,3.75,6.61,8.72,NA,67.99,2.4,3.7,0.02,0.02,0.0086,1.38,-0.0149,0.163,0.211,0.221,0.296,0.188,0.149,-0.0752,62.15,NA,NA,NA,NA,NA,NA
2021.08.01,AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,13960000000,635400000,10740000000,53.31,13.37,4,0.0189,40000,22.73,17.21,1.66,1.3,3.98,15.86,14.47,0.4,1.3,0,0.3,0.0072,9.33,0.0498,0.053,0.175,0.118,0.447,0.082,0.059,0.1973,212.06,12.1,0.1,8.67,3.33,2,3.42
2021.08.01,AAPL,Apple Inc.,Technology,Consumer Electronics,USA,2407450000000,86800000000,347150000000,3.87,3.74,0.88,0.006,147000,28.57,26.07,1.46,6.93,37.69,39.02,29.93,1,1.1,1.89,1.65,0.0052,5.11,0.0774,0.258,1.31,0.317,0.41,0.288,0.25,0.1368,145.86,16.92,0.29,7.69,8.94,3,12.58
2021.08.01,A,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,USA,46330000000,925000000,5820000000,15.82,4.56,0.78,0.0051,16500,51.33,33.15,4.75,7.96,9.69,33.57,45.24,1.5,2,0.61,0.57,0.0243,2.98,0.0616,0.094,0.19,0.1,0.535,0.197,0.159,0.2075,153.23,16.57,0.87,9.44,6.26,2,11.74
2021.08.01,AAT,"American Assets Trust, Inc.",Real Estate,REIT - Diversified,USA,2250000000,18100000,341500000,20.97,6.24,1.12,0.0303,190,136.27,43.29,45.42,6.59,1.76,5.92,NA,NA,NA,1.31,1.31,-0.0026,0.27,-0.0069,0.01,0.022,0.033,0.643,0.259,0.081,0.1596,36.93,NA,NA,NA,NA,NA,NA
2021.08.01,AATC,Autoscope Technologies Corporation,Technology,Scientific & Technical Instruments,USA,37500000,2300000,13000000,3.85,1.46,0.48,0.0721,46,15.42,NA,NA,2.88,1.73,4.57,20.83,14.4,15.5,0,0,0.0129,0.43,-0.0541,0.111,0.12,0.053,0.779,0.179,0.177,0.2508,6.66,NA,NA,NA,NA,NA,NA
2021.08.01,AAU,Almaden Minerals Ltd.,Basic Materials,Gold,Canada,61640000,-2900000,NA,0.54,0.08,NA,NA,9,NA,NA,NA,NA,0.82,5.5,NA,19.5,19.5,0.04,0.03,-0.0177,-0.02,-0.1111,-0.046,-0.049,NA,NA,NA,NA,-0.3358,0.44,NA,NA,NA,NA,NA,NA
2021.08.01,AAWW,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,1970000000,426900000,3430000000,83.65,NA,NA,NA,4061,4.34,6.39,0.43,0.57,0.8,NA,2.12,1,1,0.96,0.84,0.0109,15.42,-0.041,0.072,0.199,0.078,0.581,0.157,0.124,0.0818,66.97,NA,NA,NA,NA,NA,NA
2021.08.01,AB,AllianceBernstein Holding L.P.,Financial,Asset Management,USA,4840000000,298200000,327400000,16.22,0,3.08,0.0638,3929,16.02,12.56,1.08,14.77,2.98,NA,819.77,NA,NA,0,0,0.0457,3.01,0.0606,0.192,0.192,0.174,NA,1,0.911,0.2454,48.27,NA,NA,NA,NA,NA,NA
2021.08.01,ABB,ABB Ltd,Industrials,Specialty Industrial Machinery,Switzerland,75460000000,881000000,28110000000,6.91,1.93,0.87,0.0238,105600,82.66,21.93,5.66,2.68,5.3,18.93,75.84,0.8,1.1,0.47,0.31,0.0267,0.44,0.053,0.138,0.38,0.043,0.317,0.085,0.203,0.1918,36.62,NA,NA,NA,NA,NA,NA
2021.08.01,ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,USA,209950000000,5080000000,50200000000,7.75,5.42,5.2,0.0447,48000,41.07,8.35,9.13,4.18,15.01,21.47,23.14,0.7,0.8,6.24,5.41,-0.0059,2.83,0.0091,0.03,0.321,0.127,0.649,0.226,0.091,0.0863,116.3,29.07,0.65,17.09,11.33,3,54.53
2021.08.01,ABC,AmerisourceBergen Corporation,Healthcare,Medical Distribution,USA,25210000000,-3746500000,196280000000,-1.37,32.19,1.76,0.0144,22000,NA,11.68,NA,0.13,NA,3.8,27.16,0.7,1.1,NA,NA,0.0455,-18.43,0.0451,-0.084,-8.06,-1.052,0.028,-0.023,-0.019,0.11,122.17,12.83,0.84,6.35,5.64,3,4.26
2021.08.01,ABCB,Ameris Bancorp,Financial,Banks - Regional,USA,3430000000,423700000,710400000,39.74,39.54,0.6,0.0123,2671,7.99,11.48,1,4.82,1.22,1.23,4.64,NA,NA,0.18,0.18,0.0106,6.08,-0.0623,0.013,0.1,0.138,NA,0.72,0.369,0.0665,48.61,NA,NA,NA,NA,NA,NA
2021.08.01,ABCL,AbCellera Biologics Inc.,Healthcare,Biotechnology,Canada,4230000000.0000005,NA,431240000,3.55,2.46,NA,NA,206,19.37,NA,NA,9.81,4.27,6.17,NA,10.3,10.3,0,0,-0.1269,0.78,-0.3173,NA,NA,0.136,NA,NA,NA,-0.535,15.17,NA,NA,NA,NA,NA,NA
2021.08.01,ABCM,Abcam plc,Healthcare,Biotechnology,United Kingdom,4290000000,NA,269300000,2.87,NA,NA,NA,1600,NA,NA,NA,15.92,6.6,NA,NA,NA,NA,NA,NA,0.024,-0.01,-0.006,NA,NA,NA,NA,NA,NA,-0.0687,18.91,NA,NA,NA,NA,NA,NA
2021.08.01,ABEO,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,125500000,-54300000,10000000,0.87,0.75,NA,NA,76,NA,NA,NA,12.55,1.4,1.62,NA,1.9,1.9,0.02,0,-0.1098,-0.58,-0.2167,-0.373,-0.548,-0.781,NA,NA,NA,-0.2868,1.22,NA,NA,NA,NA,NA,NA
2021.08.01,ABEV,Ambev S.A.,Consumer Defensive,Beverages - Brewers,Brazil,49890000000,NA,66510000000.00001,5.01,NA,0.01,0.0032,50000,31.08,21.13,NA,0.75,0.63,NA,NA,NA,NA,NA,NA,-0.0472,0.1,-0.094,NA,NA,NA,NA,NA,NA,0.0672,3.17,NA,NA,NA,NA,NA,NA
2021.08.01,ABG,"Asbury Automotive Group, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,3920000000,430200000,8860000000,59.5,5.36,NA,NA,7600,9.27,9.99,0.5,0.44,3.45,38.3,5.76,0.8,1.5,1.41,1.16,0.0934,22.16,0.1213,0.12,0.445,0.112,0.179,0.072,0.049,0.2374,205.46,NA,NA,NA,NA,NA,NA
2021.08.01,ABGI,ABG Acquisition Corp. I,Financial,Shell Companies,USA,187690000,NA,NA,7.8,0.04,NA,NA,NA,NA,NA,NA,NA,1.24,268.13,NA,10.1,10.1,0,0,-0.0113,-0.1,-0.0175,NA,NA,NA,NA,NA,NA,-0.0244,9.71,NA,NA,NA,NA,NA,NA
2021.08.01,ABIO,"ARCA biopharma, Inc.",Healthcare,Biotechnology,USA,49110000,-12500000,NA,5.33,4.31,NA,NA,11,NA,NA,NA,NA,0.59,0.73,NA,23.9,23.9,0,0,-0.0227,-1.93,-0.0764,-0.273,-0.289,NA,NA,NA,NA,-0.1894,3.16,NA,NA,NA,NA,NA,NA
2021.08.01,ABM,ABM Industries Incorporated,Industrials,Specialty Business Services,USA,3160000000,214800000,5870000000,23.77,6.42,0.76,0.0163,114000,14.66,14.27,0.92,0.54,1.96,7.25,7.57,1.4,1.4,0.4,0.33,0.0328,3.17,-0.0031,0.057,0.14,0.019,0.163,0.056,0.037,0.0489,46.49,NA,NA,NA,NA,NA,NA
2021.08.01,ABMD,"Abiomed, Inc.",Healthcare,Medical Devices,USA,14730000000,225500000,847500000,29.39,12.97,NA,NA,1725,66.25,62.4,6.61,17.38,11.13,25.23,66.58,5.5,6.1,0,0,0.0173,4.94,0.0651,0.164,0.185,0.125,0.809,0.271,0.266,0.0755,327.14,NA,NA,NA,NA,NA,NA
2021.08.01,ABNB,"Airbnb, Inc.",Communication Services,Internet Content & Information,USA,88600000000,-5416300000,3420000000,5.26,10.68,NA,NA,5597,NA,NA,NA,25.88,27.38,13.49,218.7,1.7,1.7,0.63,0.63,0.0126,-16.22,-0.0029,NA,NA,-0.742,0.505,NA,NA,-0.1275,144.01,NA,NA,NA,NA,NA,NA
2021.08.01,ABOS,"Acumen Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,598330000,NA,1210000,-108.44,NA,NA,NA,7,NA,NA,NA,494.49,NA,NA,NA,NA,NA,NA,NA,-0.1334,-76.99,-0.1334,NA,NA,NA,NA,NA,NA,-0.1334,15.48,NA,NA,NA,NA,NA,NA
2021.08.01,ABR,"Arbor Realty Trust, Inc.",Real Estate,REIT - Mortgage,USA,2580000000,292200000,682800000,11.49,1.85,1.36,0.0744,522,8.6,9.92,1.07,3.78,1.59,9.91,4.15,NA,NA,4.3,4.3,0.0258,2.13,0.0099,0.04,0.243,0.017,0.764,0.465,0.428,0.1633,18.28,NA,NA,NA,NA,NA,NA
2021.08.01,ABSI,"Absci, CORP",Healthcare,Biotechnology,USA,2570000000,NA,5270000,-5.03,NA,NA,NA,102,NA,NA,NA,488.31,NA,NA,NA,NA,NA,NA,NA,0.1849,-2.99,0.1849,NA,NA,NA,NA,NA,NA,0.1849,28.48,NA,NA,NA,NA,NA,NA
2021.08.01,ABST,Absolute Software Corporation,Technology,Software - Application,Canada,678300000,NA,116170000,0.54,NA,0.27,0.0197,530,72.11,NA,NA,5.84,25.51,NA,NA,NA,NA,NA,NA,-0.0156,0.19,-0.0233,NA,NA,NA,NA,NA,NA,0.0276,13.7,NA,NA,NA,NA,NA,NA
2021.08.01,ABT,Abbott Laboratories,Healthcare,Medical Devices,USA,215160000000,6400000000,40230000000,18.89,4.71,1.8,0.0149,109000,33.86,25.97,2.7,5.35,6.4,25.7,68,1.3,1.8,0.55,0.52,0.0174,3.57,0.0517,0.063,0.14,0.097,0.558,0.136,0.112,0.0502,120.98,29.98,3.11,16.21,10.65,3,57.82
2021.08.01,ABEO,Abeona Therapeutics Inc.,Healthcare,Biotechnology,USA,125500000,-54300000,10000000,0.87,0.75,NA,NA,76,NA,NA,NA,12.55,1.4,1.62,NA,1.9,1.9,0.02,0,-0.1098,-0.58,-0.2167,-0.373,-0.548,-0.781,NA,NA,NA,-0.2868,1.22,NA,NA,NA,NA,NA,NA
2021.08.01,ABUS,Arbutus Biopharma Corporation,Healthcare,Biotechnology,USA,265990000,-78600000,7500000,-0.41,1.33,NA,NA,78,NA,NA,NA,35.46,NA,2.02,NA,20.5,20.5,NA,NA,-0.0453,-0.96,-0.0959,-0.614,1.479,1.22,NA,NA,NA,-0.2154,2.69,NA,NA,NA,NA,NA,NA
2021.08.01,AC,"Associated Capital Group, Inc.",Financial,Capital Markets,USA,853300000,111000000,18300000,41.1,12.35,0.2,0.0053,25,7.59,NA,NA,46.63,0.92,3.05,NA,NA,NA,0.02,0,-0.0172,4.96,-0.0103,NA,NA,-0.024,NA,NA,NA,0.0436,37.69,NA,NA,NA,NA,NA,NA
2021.08.01,ACA,"Arcosa, Inc.",Industrials,Infrastructure Operations,USA,2650000000,90300000,1890000000,39.82,1.69,0.2,0.0037,6410,29.43,21.71,7.18,1.41,1.38,32.41,20.7,1.3,2.2,0.13,0.13,0.0035,1.86,-0.0564,0.034,0.048,0.056,0.193,0.069,0.048,-0.0584,54.76,NA,NA,NA,NA,NA,NA
2021.08.01,ACAD,ACADIA Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,3570000000,-260000000,458200000,3.63,3.5,NA,NA,640,NA,NA,NA,7.79,5.96,6.18,NA,6.1,6.2,0,0,-0.068,-1.64,-0.0932,-0.336,-0.412,-0.458,0.956,-0.576,-0.567,-0.4161,21.63,NA,NA,NA,NA,NA,NA
2021.08.01,ACB,Aurora Cannabis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1390000000,NA,267160000.00000003,11,NA,NA,NA,2731,NA,NA,NA,5.2,0.64,NA,NA,NA,NA,NA,NA,-0.0842,-13.21,-0.1747,NA,NA,NA,NA,NA,NA,-0.224,7.02,NA,NA,NA,NA,NA,NA
2021.08.01,ACBI,"Atlantic Capital Bancshares, Inc.",Financial,Banks - Regional,USA,502320000,43700000,102200000,16.7,32.04,NA,NA,201,11.4,12.15,0.63,4.92,1.44,0.75,6.2,NA,NA,0.22,0.22,-0.0205,2.11,-0.0802,0.007,0.067,0.197,NA,0.841,0.221,0.1336,24,NA,NA,NA,NA,NA,NA
2021.08.01,ACC,"American Campus Communities, Inc.",Real Estate,REIT - Residential,USA,6910000000,70700000,870600000,22.27,0.3,1.88,0.0374,2988,99.04,102.67,5.62,7.94,2.26,168.15,78.36,NA,NA,1.2,1.2,0.0159,0.51,0.0379,0.009,0.022,0.027,0.509,0.21,0.081,0.1491,50.31,NA,NA,NA,NA,NA,NA
2021.08.01,ACCD,"Accolade, Inc.",Healthcare,Health Information Services,USA,3120000000,-85400000,194000000,15.28,6.5,NA,NA,1720,NA,NA,NA,16.1,3.06,7.2,NA,5.7,5.7,0,0,-0.0692,-1.81,-0.0815,-0.145,-0.273,-0.12,0.447,-0.223,-0.248,-0.0176,46.81,NA,NA,NA,NA,NA,NA
2021.08.01,ACCO,ACCO Brands Corporation,Industrials,Business Equipment & Supplies,USA,848940000,76800000,1830000000,7.45,0.79,0.26,0.0291,6100,11.27,5.59,1.13,0.46,1.2,11.3,10.71,0.9,1.6,1.7,1.63,0.0812,0.79,0.0295,0.022,0.086,0.051,0.3,0.061,0.034,0.0737,8.94,NA,NA,NA,NA,NA,NA
2021.08.01,ACEL,"Accel Entertainment, Inc.",Consumer Cyclical,Gambling,USA,1040000000,-9500000,358200000,1.41,NA,NA,NA,770,NA,14.18,NA,2.91,7.84,NA,NA,3.3,3.3,2.74,2.6,-0.0225,-0.14,-0.0872,-0.017,-0.079,-0.017,0.33,-0.048,-0.027,-0.0152,11.06,NA,NA,NA,NA,NA,NA
2021.08.01,ACER,Acer Therapeutics Inc.,Healthcare,Biotechnology,USA,40090000,-19400000,4000000,0.74,1.02,NA,NA,20,NA,NA,NA,10.02,3.46,2.52,NA,1.1,1.1,0,0,0.0111,-1.68,-0.0761,-0.871,-1.928,NA,NA,NA,NA,-0.1294,2.56,NA,NA,NA,NA,NA,NA
2021.08.01,ACET,"Adicet Bio, Inc.",Healthcare,Biotechnology,USA,238280000,-51000000,13900000,9.05,6.94,NA,NA,81,NA,NA,NA,17.14,0.82,1.07,NA,9.1,9.1,0,0,-0.1246,-5.84,-0.2912,NA,NA,-0.331,NA,NA,NA,-0.4228,7.4,NA,NA,NA,NA,NA,NA
2021.08.01,ACEV,ACE Convergence Acquisition Corp.,Financial,Shell Companies,USA,283190000,-20700000,NA,6.45,0,NA,NA,NA,NA,NA,NA,NA,1.53,NA,NA,0.3,0.3,0,0,-0.0037,-0.72,-0.011,-0.119,-0.137,NA,NA,NA,NA,-0.0401,9.85,NA,NA,NA,NA,NA,NA
2021.08.01,ACGL,Arch Capital Group Ltd.,Financial,Insurance - Diversified,Bermuda,15540000000,2029999999.9999998,9130000000,30.73,2.36,NA,NA,4500,7.84,9.72,0.14,1.7,1.27,16.5,5.46,NA,NA,0.24,0.24,0.0172,4.98,0.0039,0.032,0.115,0.101,NA,0.182,0.149,0.0703,39,22.14,1.98,6.97,13.19,1,28.84
2021.08.01,ACH,Aluminum Corporation of China Limited,Basic Materials,Aluminum,China,13710000000,74300000,28810000000,12.36,1.65,NA,NA,63007,138.72,NA,NA,0.48,1.22,9.17,8.99,0.4,0.7,1.7,1.06,0.0159,0.11,0.053900000000000003,0.002,0.009,0.037,0.072,0.032,0.003,0.3781,15.12,NA,NA,NA,NA,NA,NA
2021.08.01,ACHC,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,USA,5530000000,144200000,2130000000,26.04,2,NA,NA,28600,37.73,22.03,4.48,2.6,2.37,30.94,NA,1.3,1.3,0.66,0.65,2e-4,1.64,-0.0245,NA,NA,0.053,NA,NA,NA,0.1447,61.72,NA,NA,NA,NA,NA,NA
2021.08.01,ACHL,Achilles Therapeutics plc,Healthcare,Biotechnology,United Kingdom,240080000,-24800000,NA,40.93,4.32,NA,NA,153,NA,NA,NA,NA,0.14,1.35,NA,11.3,11.3,0,0,-0.1761,-0.61,-0.4224,NA,NA,NA,NA,NA,NA,-0.5162,5.83,NA,NA,NA,NA,NA,NA
2021.08.01,ACHV,"Achieve Life Sciences, Inc.",Healthcare,Biotechnology,Canada,65209999.99999999,-19400000,NA,4.91,3.32,NA,NA,13,NA,NA,NA,NA,1.49,2.2,NA,8.7,8.7,0,0,-0.0693,-5.23,-0.1119,-0.658,-0.722,NA,NA,NA,NA,-0.2504,7.31,NA,NA,NA,NA,NA,NA
2021.08.01,ACI,"Albertsons Companies, Inc.",Consumer Defensive,Grocery Stores,USA,10080000000,708800000,68209999999.99999,3.65,4.66,0.4,0.0185,300000,17.69,9.94,NA,0.15,5.92,4.64,9.74,0.5,1.1,4.92,4.8,0.0719,1.22,0.0847,0.027,0.481,0.13,0.291,0.018,0.01,0.2148,21.6,NA,NA,NA,NA,NA,NA
2021.08.01,ACIC,Atlas Crest Investment Corp.,Financial,Shell Companies,USA,620030000,NA,NA,7.22,0.01,NA,NA,NA,NA,NA,NA,NA,1.38,1550.07,NA,0.2,0.2,0,0,0.0024,NA,-6e-4,NA,NA,NA,NA,NA,NA,-0.0562,9.93,NA,NA,NA,NA,NA,NA
2021.08.01,ACII,Atlas Crest Investment Corp. II,Financial,Shell Companies,USA,418260000,NA,NA,7.74,0.01,NA,NA,NA,NA,NA,NA,NA,1.25,697.11,NA,16.4,16.4,0,0,-0.005,NA,-0.0062,NA,NA,NA,NA,NA,NA,-0.0124,9.7,NA,NA,NA,NA,NA,NA
2021.08.01,ACIU,AC Immune SA,Healthcare,Biotechnology,Switzerland,516590000.00000006,-78300000,3700000,3.17,3.36,NA,NA,149,NA,NA,NA,139.62,2.3,2.17,NA,19.8,19.8,0.01,0.01,-0.0486,-1.09,-0.0107,-0.285,-0.313,-0.281,NA,NA,NA,0.1108,7.28,NA,NA,NA,NA,NA,NA
2021.08.01,ACIW,"ACI Worldwide, Inc.",Technology,Software - Infrastructure,USA,4099999999.9999995,95100000,1290000000,10.19,1.54,NA,NA,3768,42.82,26.88,3.57,3.18,3.37,22.24,12.41,1.3,1.3,0.94,0.92,-0.0462,0.8,-0.0879,0.03,0.082,0.05,0.522,0.131,0.074,-0.0856,34.3,NA,NA,NA,NA,NA,NA
2021.08.01,ACKIU,Ackrell SPAC Partners I Co.,Financial,Shell Companies,USA,265060000,NA,NA,7.68,0.02,NA,NA,NA,NA,NA,NA,NA,1.33,662.65,NA,1.2,1.2,0,0,-0.0016,NA,5e-4,NA,NA,NA,NA,NA,NA,-0.0073,10.23,NA,NA,NA,NA,NA,NA
2021.08.01,ACET,"Adicet Bio, Inc.",Healthcare,Biotechnology,USA,238280000,-51000000,13900000,9.05,6.94,NA,NA,81,NA,NA,NA,17.14,0.82,1.07,NA,9.1,9.1,0,0,-0.1246,-5.84,-0.2912,NA,NA,-0.331,NA,NA,NA,-0.4228,7.4,NA,NA,NA,NA,NA,NA
2021.08.01,ACM,AECOM,Industrials,Engineering & Construction,USA,9300000000,262800000,13340000000,19.1,NA,NA,NA,54000,37.12,19.21,1.71,0.7,3.3,NA,12.46,1.1,1.1,0.75,0.73,0.014,1.7,-0.0014,-0.006,-0.024,0.063,0.057,0.036,-0.006,0.0919,62.96,28.45,6.24,15.13,7.09,2,52.09
2021.08.01,ACMR,"ACM Research, Inc.",Technology,Semiconductor Equipment & Materials,USA,1680000000,22500000,176000000,7.89,5.84,NA,NA,543,88.19,42.34,4.41,9.56,11.77,15.9,NA,1.4,2.2,0.29,0.12,0.0861,1.05,0.074,0.071,0.178,0.128,0.44,0.135,0.128,0.0753,92.86,NA,NA,NA,NA,NA,NA
2021.08.01,ACN,Accenture plc,Technology,Information Technology Services,Ireland,212160000000,5780000000,47950000000,30.45,14.99,3.52,0.0111,506000,35.5,32.23,3.01,4.42,10.43,21.19,30.4,1.4,1.4,0,0,0.0168,8.95,0.0729,0.147,0.319,0.289,0.32,0.15,0.121,0.1854,317.68,11.31,0.55,4.98,5.78,2,2.59
2021.08.01,ACNB,ACNB Corporation,Financial,Banks - Regional,USA,245780000,27100000,83800000,29.58,58.02,1,0.0358,396,8.97,NA,NA,2.93,0.94,0.48,15.56,NA,NA,0,0,-0.0046,3.12,-0.0085,0.007,0.072,0.231,NA,0.763,0.22,0.0322,27.93,NA,NA,NA,NA,NA,NA
2021.08.01,ACND,Ascendant Digital Acquisition Corp.,Financial,Shell Companies,USA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
2021.08.01,ACOR,"Acorda Therapeutics, Inc.",Healthcare,Biotechnology,USA,37500000,-126600000,153700000,21.78,NA,NA,NA,167,NA,NA,NA,0.24,0.17,NA,NA,1.2,1.4,1.15,0.82,-0.0895,-15.25,-0.1005,-0.191,-0.483,-0.148,0.729,-0.655,-0.823,-0.2474,3.75,NA,NA,NA,NA,NA,NA
2021.08.01,ACQR,Independence Holdings Corp.,Financial,Shell Companies,USA,601830000,NA,NA,0.08,0.03,NA,NA,NA,NA,NA,NA,NA,119.88,354.02,NA,16.1,16.1,0,0,-0.0067,NA,-0.011,NA,NA,NA,NA,NA,NA,-0.011,9.71,NA,NA,NA,NA,NA,NA
2021.08.01,ACR,ACRES Commercial Realty Corp.,Real Estate,REIT - Mortgage,USA,161700000,1500000,101100000,32.93,7.68,3.3,0.1886,4,208.33,12.73,41.67,1.6,0.53,2.28,NA,NA,NA,3.89,3.89,0.0618,0.08,0.0555,0.001,0.005,NA,0.42,0.144,0.015,0.3139,17.5,NA,NA,NA,NA,NA,NA
2021.08.01,ACRE,Ares Commercial Real Estate Corporation,Real Estate,REIT - Mortgage,USA,722330000,54800000,131300000.00000001,14.45,1.58,1.32,0.0875,1450,9.31,10.55,NA,5.5,1.04,9.54,NA,NA,NA,2.28,2.28,0.0075,1.62,-0.0167,NA,NA,0.011,0.549,0.453,NA,0.1408,15.08,NA,NA,NA,NA,NA,NA
2021.08.01,ACRS,"Aclaris Therapeutics, Inc.",Healthcare,Biotechnology,USA,926850000,-64599999.99999999,6900000,2.23,2.07,NA,NA,60,NA,NA,NA,134.33,6.7,7.22,NA,NA,9.3,0,0.1,-0.0688,-1.41,-0.1837,-0.66,-1.069,-1.05,0.261,NA,NA,-0.0627,14.93,NA,NA,NA,NA,NA,NA
2021.08.01,ACRX,"AcelRx Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,142900000,-33400000,5500000,-0.24,0.56,NA,NA,54,NA,12.69,NA,25.98,NA,2.12,NA,4.5,4.6,NA,NA,-0.072,-0.36,-0.1285,-0.465,0.665,1.208,-0.004,NA,NA,-0.2541,1.18,NA,NA,NA,NA,NA,NA
2021.08.01,ACST,Acasti Pharma Inc.,Healthcare,Biotechnology,Canada,95120000,NA,200000,0.27,NA,NA,NA,NA,NA,NA,NA,485.32,1.71,NA,NA,NA,NA,NA,NA,-0.1068,-0.17,-0.1369,NA,NA,NA,NA,NA,NA,-0.0873,0.46,NA,NA,NA,NA,NA,NA
2021.08.01,ACTG,Acacia Research Corporation,Industrials,Specialty Business Services,USA,279910000,90300000,29800000,5.8,9.09,NA,NA,20,3.64,15.67,0.18,9.39,0.97,0.62,NA,3.7,3.7,0.41,0,-0.0543,1.55,-0.0527,0.231,0.445,-0.046,0.753,-0.655,NA,0.0434,5.64,NA,NA,NA,NA,NA,NA
