Date,Ticker,Sector,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20,EPS (ttm),EPS next Y...17,EPS next Q,EPS this Y,EPS next Y...20,EPS next 5Y,EPS past 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Beta,ATR,Prev Close,Price,Change,ESG Totalesg,ESG Environmentscore,ESG Socialscore,ESG Governancescore,ESG Highestcontroversy,ESG Percentile,P/E_diff,Forward P/E_diff,PEG_diff,P/S_diff,P/B_diff,P/C_diff,P/FCF_diff,Quick Ratio_diff,Current Ratio_diff,Debt/Eq_diff,LT Debt/Eq_diff,SMA20_diff,EPS (ttm)_diff,EPS next Y...17_diff,EPS next Q_diff,EPS this Y_diff,EPS next Y...20_diff,EPS next 5Y_diff,EPS past 5Y_diff,Sales past 5Y_diff,Sales Q/Q_diff,EPS Q/Q_diff,Beta_diff,ATR_diff,Prev Close_diff,Price_diff,Change_diff,ESG Totalesg_diff,ESG Environmentscore_diff,ESG Socialscore_diff,ESG Governancescore_diff,ESG Highestcontroversy_diff
2021.08.16,AA,Basic Materials,19.96,9.46,NA,0.81,2.24,5.11,NA,1,1.6,0.59,0.59,0.1,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.7,1.91,45.25,43.47,-0.0393,31.31,18.26,8.12,4.93,3,62.5,2.080000000000002,0.9800000000000004,NA,0.1200000000000001,0.23000000000000043,0.75,NA,0,0,0,0,-0.0703,0,0,0,0,0,NA,0,0,0,0,0,0.05999999999999983,4.719999999999999,-0.3999999999999986,-0.1217,0,0,0,0,0
2021.08.17,AA,Basic Materials,19.15,9.08,NA,0.77,2.15,4.9,NA,1,1.6,0.59,0.59,0.0987,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.7,1.96,45.25,43.42,-0.0404,31.31,18.26,8.12,4.93,3,62.5,-0.20000000000000284,-0.08999999999999986,NA,0.020000000000000018,-0.03000000000000025,0.1800000000000006,NA,0,0,0,0,-0.0556,0,0,0,0,0,NA,0,0,0,0,0,-0.030000000000000027,1.3800000000000026,-0.3200000000000003,-0.0376,0,0,0,0,0
2021.08.18,AA,Basic Materials,18.3,8.68,NA,0.74,2.06,4.68,NA,1,1.6,0.59,0.59,0.0259,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.7,1.99,41.61,41.49,-0.0029,31.31,18.26,8.12,4.93,3,62.5,-1.620000000000001,-0.7599999999999998,NA,-0.030000000000000027,-0.18000000000000016,-0.1800000000000006,NA,0,0,0,0,-0.1346,0,0,0,0,0,NA,0,0,0,0,0,0.010000000000000009,-3.539999999999999,-3.6599999999999966,-0.0029,0,0,0,0,0
2021.08.19,AA,Basic Materials,16.29,7.72,NA,0.66,1.83,4.17,NA,1,1.6,0.59,0.59,-0.092,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.7,2.21,41.49,36.92,-0.1101,31.31,18.26,8.12,4.93,3,62.5,-3.6700000000000017,-1.740000000000001,NA,-0.10999999999999999,-0.41000000000000014,-0.7000000000000002,NA,0,0,0,0,-0.2551,0,0,0,0,0,NA,0,0,0,0,0,0.30000000000000004,-3.6599999999999966,-8.329999999999998,-0.1123,0,0,0,0,0
2021.08.20,AA,Basic Materials,16.63,7.89,NA,0.67,1.87,4.26,NA,1,1.6,0.59,0.59,-0.0722,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.7,2.15,36.92,37.71,0.0214,31.31,18.26,8.12,4.93,3,62.5,-3.330000000000002,-1.5700000000000012,NA,-0.14,-0.3700000000000001,-0.8500000000000005,NA,0,0,0,0,-0.2353,0,0,0,0,0,NA,0,0,0,0,0,0.24,-8.229999999999997,-7.539999999999999,0.0192,0,0,0,0,0
2021.08.21,AA,Basic Materials,16.63,7.89,NA,0.67,1.87,4.26,NA,1,1.6,0.59,0.59,-0.0722,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.7,2.15,36.92,37.71,0.0214,31.31,18.26,8.12,4.93,3,62.5,-3.330000000000002,-1.5700000000000012,NA,-0.14,-0.3700000000000001,-0.8500000000000005,NA,0,0,0,0,-0.17220000000000002,0,0,0,0,0,NA,0,0,0,0,0,0.24,-8.329999999999998,-5.759999999999998,0.060700000000000004,0,0,0,0,0
2021.08.22,AA,Basic Materials,16.63,7.89,NA,0.66,1.87,4.18,NA,1,1.6,0.59,0.59,-0.0722,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.71,2.15,36.92,37.71,0.0214,31.31,18.26,8.12,4.93,3,62.5,-2.5199999999999996,-1.1900000000000004,NA,-0.10999999999999999,-0.2799999999999998,-0.7200000000000006,NA,0,0,0,0,-0.1709,0,0,0,0,0,NA,0,0,0,0,0.009999999999999787,0.18999999999999995,-8.329999999999998,-5.710000000000001,0.061799999999999994,0,0,0,0,0
2021.08.23,AA,Basic Materials,18.13,8.6,NA,0.72,2.04,4.55,NA,1,1.6,0.59,0.59,0.0106,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.71,2.26,37.71,41.11,0.0902,31.31,18.26,8.12,4.93,3,62.5,-0.1700000000000017,-0.08000000000000007,NA,-0.020000000000000018,-0.020000000000000018,-0.1299999999999999,NA,0,0,0,0,-0.0153,0,0,0,0,0,NA,0,0,0,0,0.009999999999999787,0.2699999999999998,-3.8999999999999986,-0.38000000000000256,0.0931,0,0,0,0,0
2021.08.24,AA,Basic Materials,18.58,8.81,NA,0.74,2.09,4.67,NA,1,1.6,0.59,0.59,0.0329,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.71,2.25,41.11,42.13,0.0248,31.31,18.26,8.12,4.93,3,62.5,2.289999999999999,1.0900000000000007,NA,0.07999999999999996,0.2599999999999998,0.5,NA,0,0,0,0,0.1249,0,0,0,0,0,NA,0,0,0,0,0.009999999999999787,0.040000000000000036,-0.38000000000000256,5.210000000000001,0.1349,0,0,0,0,0
2021.08.25,AA,Basic Materials,18.58,8.81,NA,0.74,2.09,4.67,NA,1,1.6,0.59,0.59,0.0369,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.71,2.25,42.13,42.49,0.0085,31.31,18.26,8.12,4.93,3,62.5,1.9499999999999993,0.9200000000000008,NA,0.06999999999999995,0.21999999999999975,0.41000000000000014,NA,0,0,0,0,0.1091,0,0,0,0,0,NA,0,0,0,0,0.009999999999999787,0.10000000000000009,5.210000000000001,4.780000000000001,-0.012899999999999998,0,0,0,0,0
2021.08.26,AA,Basic Materials,18.55,8.8,NA,0.74,2.09,4.66,NA,1,1.6,0.59,0.59,0.0264,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.71,2.13,42.13,42.06,-0.0017,31.31,18.26,8.12,4.93,3,62.5,1.9200000000000017,0.910000000000001,NA,0.06999999999999995,0.21999999999999975,0.40000000000000036,NA,0,0,0,0,0.0986,0,0,0,0,0,NA,0,0,0,0,0.009999999999999787,-0.020000000000000018,5.210000000000001,4.350000000000001,-0.0231,0,0,0,0,0
2021.08.27,AA,Basic Materials,19.47,9.23,NA,0.77,2.19,4.89,NA,1,1.6,0.59,0.59,0.0692,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.71,2.07,41.42,44.13,0.0654,31.31,18.26,8.12,4.93,3,62.5,2.84,1.3400000000000007,NA,0.10999999999999999,0.31999999999999984,0.71,NA,0,0,0,0,0.1414,0,0,0,0,0,NA,0,0,0,0,0,-0.08000000000000007,4.5,6.420000000000002,0.044,0,0,0,0,0
2021.08.28,AA,Basic Materials,19.47,9.23,NA,0.77,2.19,4.89,NA,1,1.6,0.59,0.59,0.0692,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.71,2.07,41.42,44.13,0.0654,31.31,18.26,8.12,4.93,3,62.5,1.3399999999999999,0.6300000000000008,NA,0.050000000000000044,0.1499999999999999,0.33999999999999986,NA,0,0,0,0,0.0586,0,0,0,0,0,NA,0,0,0,0,0,-0.18999999999999995,3.710000000000001,3.020000000000003,-0.024800000000000003,0,0,0,0,0
2021.08.29,AA,Basic Materials,19.47,9.23,NA,0.77,2.19,4.89,NA,1,1.6,0.59,0.59,0.0692,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.71,2.07,41.42,44.13,0.0654,31.31,18.26,8.12,4.93,3,62.5,0.8900000000000006,0.41999999999999993,NA,0.030000000000000027,0.10000000000000009,0.21999999999999975,NA,0,0,0,0,0.0363,0,0,0,0,0,NA,0,0,0,0,0,-0.18000000000000016,0.3100000000000023,2,0.0406,0,0,0,0,0
2021.08.30,AA,Basic Materials,19.47,9.23,NA,0.74,2.19,4.69,NA,1,1.6,0.59,0.59,0.0692,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.7,2.07,41.42,44.13,0.0654,31.31,18.26,8.12,4.93,3,62.5,0.8900000000000006,0.41999999999999993,NA,0,0.10000000000000009,0.020000000000000462,NA,0,0,0,0,0.032299999999999995,0,0,0,0,0,NA,0,0,0,0,-0.009999999999999787,-0.18000000000000016,-0.7100000000000009,1.6400000000000006,0.0569,0,0,0,0,0
2021.08.31,AA,Basic Materials,19.57,9.28,NA,0.74,2.2,4.71,NA,1,1.6,0.59,0.59,0.0639,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.7,2.03,44.05,44.37,0.0073,31.31,18.26,8.12,4.93,3,62.5,1.0199999999999996,0.47999999999999865,NA,0,0.11000000000000032,0.04999999999999982,NA,0,0,0,0,0.0375,0,0,0,0,0,NA,0,0,0,0,-0.009999999999999787,-0.10000000000000009,1.9199999999999946,2.309999999999995,0.009,0,0,0,0,0
2021.08.01,AAL,Industrials,NA,23.16,NA,0.73,NA,0.76,NA,1,1.1,NA,NA,-0.0223,-10.46,0.88,-0.62,-5.838,0.992,NA,-0.296,-0.158,3.61,1.006,1.78,0.87,21.17,20.38,-0.0373,28.03,9.8,12.65,5.58,2,50.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
