Date,Ticker,Sector,P/E,Forward P/E,PEG,P/S,P/B,P/C,P/FCF,Quick Ratio,Current Ratio,Debt/Eq,LT Debt/Eq,SMA20,EPS (ttm),EPS next Y...17,EPS next Q,EPS this Y,EPS next Y...20,EPS next 5Y,EPS past 5Y,Sales past 5Y,Sales Q/Q,EPS Q/Q,Beta,ATR,Prev Close,Price,Change,ESG Totalesg,ESG Environmentscore,ESG Socialscore,ESG Governancescore,ESG Highestcontroversy,ESG Percentile,P/E_diff,Forward P/E_diff,PEG_diff,P/S_diff,P/B_diff,P/C_diff,P/FCF_diff,Quick Ratio_diff,Current Ratio_diff,Debt/Eq_diff,LT Debt/Eq_diff,SMA20_diff,EPS (ttm)_diff,EPS next Y...17_diff,EPS next Q_diff,EPS this Y_diff,EPS next Y...20_diff,EPS next 5Y_diff,EPS past 5Y_diff,Sales past 5Y_diff,Sales Q/Q_diff,EPS Q/Q_diff,Beta_diff,ATR_diff,Prev Close_diff,Price_diff,Change_diff,ESG Totalesg_diff,ESG Environmentscore_diff,ESG Socialscore_diff,ESG Governancescore_diff,ESG Highestcontroversy_diff
2021.08.02,AA,Basic Materials,17.72,8.47,NA,0.7,1.99,4.45,NA,1,1.6,0.59,0.59,0.0767,2.27,4.74,1.36,0.85,-0.0261,NA,0.28,-0.037,0.319,2.536,2.7,1.8,40.15,39.4,-0.0187,31.31,18.26,8.12,4.93,3,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021.08.04,AA,Basic Materials,17.82,8.52,NA,0.71,2,4.48,NA,1,1.6,0.59,0.59,0.1012,2.27,4.74,1.36,0.85,-0.0261,NA,0.28,-0.037,0.319,2.536,2.7,1.87,39.4,40.38,0.0249,31.31,18.26,8.12,4.93,3,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021.08.05,AA,Basic Materials,17.1,8.18,NA,0.68,1.92,4.29,NA,1,1.6,0.59,0.59,0.0512,2.27,4.74,1.36,0.85,-0.0261,NA,0.28,-0.037,0.319,2.536,2.7,1.87,40.38,38.75,-0.0404,31.31,18.26,8.12,4.93,3,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021.08.06,AA,Basic Materials,17.97,8.59,NA,0.71,2.02,4.51,NA,1,1.6,0.59,0.59,0.0955,2.27,4.74,1.36,0.85,-0.0261,NA,0.28,-0.037,0.319,2.536,2.7,1.86,38.75,40.71,0.0506,31.31,18.26,8.12,4.93,3,62.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021.08.07,AA,Basic Materials,17.97,8.59,NA,0.71,2.02,4.51,NA,1,1.6,0.59,0.59,0.0955,2.27,4.74,1.36,0.85,-0.0261,NA,0.28,-0.037,0.319,2.536,2.7,1.86,38.75,40.71,0.0506,31.31,18.26,8.12,4.93,3,62.5,0.25,0.11999999999999922,NA,0.010000000000000009,0.030000000000000027,0.05999999999999961,NA,0,0,0,0,-0.006499999999999992,0,0,0,0,0,NA,0,0,0,0,0,0.06000000000000005,-0.6199999999999974,0.5600000000000023,0.030799999999999998,0,0,0,0,0
2021.08.08,AA,Basic Materials,17.96,8.51,NA,0.69,2.02,4.38,NA,1,1.6,0.59,0.59,0.0955,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.7,1.86,38.75,40.71,0.0506,31.31,18.26,8.12,4.93,3,62.5,0.240000000000002,0.03999999999999915,NA,-0.010000000000000009,0.030000000000000027,-0.07000000000000028,NA,0,0,0,0,0.018799999999999997,0,0.040000000000000036,0,0,0.009000000000000001,NA,0,0,0,0,0,0.06000000000000005,-1.3999999999999986,1.3100000000000023,0.0693,0,0,0,0,0
2021.08.10,AA,Basic Materials,17.88,8.48,NA,0.69,2.01,4.36,NA,1,1.6,0.59,0.59,0.1703,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.7,1.85,40.53,43.87,0.0824,31.31,18.26,8.12,4.93,3,62.5,0.05999999999999872,-0.03999999999999915,NA,-0.020000000000000018,0.009999999999999787,-0.1200000000000001,NA,0,0,0,0,0.06910000000000001,0,0.040000000000000036,0,0,0.009000000000000001,NA,0,0,0,0,0,-0.020000000000000018,1.1300000000000026,3.489999999999995,0.0575,0,0,0,0,0
2021.08.11,AA,Basic Materials,19.35,9.17,NA,0.75,2.18,4.72,NA,1,1.6,0.59,0.59,0.1543,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.7,1.99,43.87,43.74,-0.0028,31.31,18.26,8.12,4.93,3,62.5,2.25,0.9900000000000002,NA,0.06999999999999995,0.26000000000000023,0.4299999999999997,NA,0,0,0,0,0.1031,0,0.040000000000000036,0,0,0.009000000000000001,NA,0,0,0,0,0,0.11999999999999988,3.489999999999995,4.990000000000002,0.0376,0,0,0,0,0
2021.08.13,AA,Basic Materials,19.92,9.44,NA,0.77,2.24,4.86,NA,1,1.6,0.59,0.59,0.1605,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.7,1.98,45.15,45.15,0,31.31,18.26,8.12,4.93,3,62.5,1.9500000000000028,0.8499999999999996,NA,0.06000000000000005,0.2200000000000002,0.35000000000000053,NA,0,0,0,0,0.065,0,0.040000000000000036,0,0,0.009000000000000001,NA,0,0,0,0,0,0.11999999999999988,6.399999999999999,4.439999999999998,-0.0506,0,0,0,0,0
2021.08.14,AA,Basic Materials,19.96,9.46,NA,0.77,2.24,4.87,NA,1,1.6,0.59,0.59,0.1631,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.7,1.91,45.15,45.25,0.0022,31.31,18.26,8.12,4.93,3,62.5,1.990000000000002,0.870000000000001,NA,0.06000000000000005,0.2200000000000002,0.3600000000000003,NA,0,0,0,0,0.0676,0,0.040000000000000036,0,0,0.009000000000000001,NA,0,0,0,0,0,0.04999999999999982,6.399999999999999,4.539999999999999,-0.0484,0,0,0,0,0
2021.08.15,AA,Basic Materials,19.96,9.46,NA,0.81,2.24,5.11,NA,1,1.6,0.59,0.59,0.1631,2.27,4.78,1.36,0.85,-0.0171,NA,0.28,-0.037,0.319,2.536,2.7,1.91,45.15,45.25,0.0022,31.31,18.26,8.12,4.93,3,62.5,2,0.9500000000000011,NA,0.1200000000000001,0.2200000000000002,0.7300000000000004,NA,0,0,0,0,0.0676,0,0,0,0,0,NA,0,0,0,0,0,0.04999999999999982,6.399999999999999,4.539999999999999,-0.0484,0,0,0,0,0
